rate,comment
width: 20%;,"Tôi muốn đặt mua 2 cái, nhưng ko đc là sao? Tiki cho lời giải thích."
width: 40%;,"giá chưa giảm 1,2tr
giảm giá ngày 11/11 còn 1,9tr
giảm giá ảo quá"
width: 20%;,
width: 40%;,"Mình đã mua và cài đặt camera yoosee nhiều lần . Nhưng lần này ko biết camera bị lỗi thế nào mà khi cài đặt nó nhận ID thiết bị , nhưng nhập mật khẩu thiết bị thì cứ hiện là chia sẻ thất bại."
width: 20%;,Camera lỗi không đàm thoại dc 2 chiều. Chỉ đàm thoại được 1 chiều
width: 20%;,"ad bán hàng ko có cái giữ cam như cái chống nước
thế mình muốn quay không chống nước thì lấy gì gắn .. h mua cũng ko biết mua chổ nào.. và nó tên gì"
width: 20%;,"ko hài lòng , hình quay thì giật, 
pin nạp cả tối,
quay được hơn tiếng thì hết"
width: 20%;,cam nhìn đêm rất tệ
width: 20%;,hàng này phải để ở mục đồ chơi trẻ em mới đúng. cảm thấy bị lừa. quá thất vọng
width: 20%;,ống nhòm đồ chơi trẻ em s coi
width: 20%;,hàng đã bị khui sẵn lấy mất bọc tắc kê. kiểm tra lại thì thấy dấu băng keo tiki dán chồng 2 lần. gãy hết 1 ăn ten. tuy nhiên tin tưởng như mọi lần nên mình không kiểm tra lại. đến khi shiper về mình khui ra mới thấy.
width: 20%;,"ên sản phẩm nghi hỗ trợ thẻ nhớ 128gb vậy mà khi mua mình tim hoài ko có chỗ lắp thẻ nhớ là sao ,vậy thì làm sao có thể xem dc việc gì diễn ra,iu cầu sop đổi lại. đúng với sản phẩm chế độ lưu trữ dám may ko vô dc.rất bất tiện trong sản phẩm còn bị vỡ nữa chứ? mua nhiều của tiki lần này quá thất vọng"
width: 20%;,"Mình đặt mua 2 cái camera ip wifi ngoài trời Yoosee của nhà cung cấp CB STORE: https://tiki.vn/cua-hang/cb-store. Nhưng khi khui hàng thì lại làm 2 cái camera loại trong nhà. Tiki vui lòng làm việc với nhà cung cấp, làm ăn cẩu thả hay cố tình lừa dối khách hàng?"
width: 20%;,"hàng giao về, nhưng có người nhận giùm mình :) lúc mở ra thì thấy nứt kính + gãy an ten, cắm điện thì không thấy lên? gửi mail thì không thấy tiki phản hồi lại
vậy là sao"
width: 20%;,"Tai sao giao Cam mà không có cáp dây nguồn và đế xoay, tôi mua Cam để sử dụng chứ không phải mua để nhìn chơi, đt chẳng thấy shop trả lời,..... (đơn hàng #512890586)"
width: 20%;,shop ơi sao giao camera cho mình thiếu phụ kiện vậy thiếu cáp dây nguồn và đế xoay mình chỉ nhận dk cái cam và bộ ốc thế dùng làm sao dk hả shop làm ăn mất uy tin quá đề nghị phản hồi sớm nhé . thank
width: 20%;,"Phần cứng không nhãn hiệu, vỏ to và rỗng tuếch ở trong, dán các thành phần chủ yếu bằng keo nến rất thô sơ, khả năng chống nước chắc chắn là không rồi. Nhìn ngoài là hai râu nhưng bên trong chỉ một râu được nối dây."
width: 20%;,Tôi đặt mua mã GW-216S nhưng lại nhận được mã VS-216S. Ngoại hình và chân đế khác hoàn toàn so với mua tả. Yêu cầu tiki giải quyết ngay giúp tôi!
width: 40%;,"mình nhận được hàng không có óc gắn giữa camera và cái đồ treo tường, shop làm ăn như vậy hả, không có óc vít thì gắn kiểu gì, óc vít này mua ở đâu."
width: 20%;,Mình có mua 1 cái camera yosee hộp không có sạc k có giá treo lên tường chỉ có mỗi cái camera rồi mình xài như thế nào đây shop
width: 20%;,"Hàng đã nhận nhanh tuy nhiên hàng không còn nguyên vẹn, bung 1 ăng ten, đứt dây của ăng ten đó, đề shop đổi lại hàng mới đảm bảo chất lượng"
width: 20%;,"hàng đã bị khui ra sẵn , cóc sạc nguồn ko có , lần đầu mua hàng trên tiki cũng là lần thất vọng tràn trề, làm ăn như bùi dối trá lừa đảo"
width: 20%;,Mình lắp thẻ Samsung 64G(Thẻ mua Tiki luôn). Máy báo không nhận thẻ. Lấy thẻ ra cắm lại cũng thế. Format thẻ lại NTFS cũng thế.
width: 20%;,"Trong quá trình đóng gói không kiểm tra,nên thiếu phụ kiện,mong nhận được sự hợp tác sớm nhận được sản phẩm đầy đủ phụ kiện để lắp đặt"
width: 40%;,"không thể kết nối được wifi, kết nối có cable thì OK, không biết sản phẩm có bị lỗi hay loại này không có hỗ trợ wifi mà quảng cáo là wifi"
width: 20%;,"Không hiện WP_AP_XXXXX. ko kết nối đc bằng âm thanh, mã vạch cũng ko. Chỉ duy nhất kết nối trực tiếp qua cáp mạng. Mua hàng như vậy phiền quá"
width: 20%;,"Đã nhận được camera Yoosee GW-216S, nhưng ban đêm không ghi được hình vì 2 đèn hồng ngoại không bật chiếu sáng . Đề nghi Tiki giúp đỡ !"
width: 20%;,"Bộ phận đóng gói, kiểm tra sản phẩm kém. Giao hàng thiếu 02 ốc vít gắn chân với thân máy. Vì vậy không thể bắt để sử dụng"
width: 20%;,Không nhận được em wifi. Chỉ kết nối qua cáp. Mong shop đổi mới hoặc thủ hồi
width: 20%;,Thật buồn về nhà cung cấp hàng không có một chút gì về hướng dẫn sử dụng trước khi dùng quá buồn quá tệ !!!tệ hơn bao gì hết
width: 20%;,"cam k ghi hình đc. lúc đầu mk nghĩ thẻ nhớ hỏng. sau mua thêm cái nữa, thì camera vẫn báo chưa lắp thẻ nhớ."
width: 40%;,"Độ trễ sản phẩm quá lớn, camera khi có vật đi qua phải mất một lúc mới thấy vật di chuyển, sản phẩm kém chất lượng."
width: 40%;,"cam loại này ghi hình được vài ngày là ko tự ghi trong thẻ nữa, lỗi gì ko hiểu nữa, phải set up tay lại mới ghi tiếp"
width: 40%;,"Sản phẩm giống mô tả, thiếu phụ kiện nguồn không có, chân đế không có"
width: 20%;,Mình đặt 2 sp mà giao thiếu sạc với đế làm sao sd. Liên hệ thì bảo là
width: 20%;,"Mua về sài đc 1 tháng gửi bảo hành lại hơn cả 1 tháng, cứ hẹn riết h vẫn chưa có...
Riết k dám mua hàng onl"
width: 40%;,Không có bu lông bắt chân máy? Gắn bằng niềm tin à
width: 20%;,mong shop sớm phản hồi lại. như thế này k được rồi. gửi thê làm sao dùng
width: 40%;,đả mua 2 cái. 1 cái sài rất tốt. 1 cái k kết nối đc. giờ k bít sao đổi lại nửa.
width: 20%;,mua san pham nay bi loi ngay tu dau nhan hang vay ma goi cho nha phan phoi hoai cu bi hua xao hoai
width: 20%;,mình mở sản phẩm ra thì thấy thiếu adapter với chân đế. tiki giúp minh lấy lại với
width: 20%;,Không có nguồn thì cắm bằng cái gì.bộ đổi nguồn ko có
width: 20%;,"Nhận hàng kiểm tra không kèm theo bộ nguồn , giá treo camera"
width: 20%;,bán hàng quá ẩu thả lm mứng hụt bán vậy mất khách  haz
width: 20%;,lắp thẻ nhớ không nhận buồn mà không biết số hót lai
width: 20%;,"Uổng phí tiền , k thẻ nhớ phải mua thẻ nhớ thì nên mua cái khác cho xong"
width: 20%;,bên mình nhận không đúng hàng nhé shop mua một loại mà gửi 1 loại là sao
width: 40%;,Xin hỏi shop camera sao không nhận thẻ
width: 20%;,Hàng nhận rồi mà không có đế chân và cục áp to điện sao mà sài
width: 20%;,"bán camera mà ko cho ốc ko biết gắn bằng gì,ko còn gì để nói"
width: 20%;,K cho ốc thì t lắp kiểu j??? K có thông tin người gửi hàng luôn
width: 20%;,"giao mỗi camera không có chân đế và nguồn 
nản luôn"
width: 20%;,Giao nhầm đổi trả nhân viên tư vấn quá chán
width: 40%;,khó cai đặt
width: 40%;,
width: 20%;,"Nói chung là cũng thấy hình được nhưng coi muốn đuôi con mắt, mua về cho thằng cháu chơi chơi chưa được 1 tiếng là không muốn chơi nữa vì khó nhòm và khó chỉnh.
Nói chung không nên mua đâu quý vị à"
width: 20%;,mong ad xem xét  minh mò mãu k sử dụng được ống tâm trong bị lệch mình k biết cách sử dụng
width: 40%;,sản phẩm không như mong đợi. không giông như quảng cáo
width: 20%;,"Giao hàng kém chất lượng, thẻ nhớ gắn vào không nhận"
width: 40%;,Muốn bảo hành thì thế nào.mình mua được 3 tháng giờ máy k reset được
width: 40%;,mờ quá ko sem đc ban đêm ko ăn thua gì hay bị hỏng nhỉ
width: 20%;,Mua về nhưng cài đặt Hoài vẫn ko dc
width: 20%;,mới dùng gần 1 tuần đã hư không dùng được phải tháo ra sửa chửa
width: 40%;,"Mình mua sản phẩm này nhưng hiện tai không cài đặt được, không rõ có bị lỗi do sản xuất gì không, đề nghị tiki hỗ trợ"
width: 20%;,không giống như hình mô tả. không dùng được
width: 20%;,xài được 3 bữa tèo rồi
width: 20%;,
width: 20%;,Quá tệ! Sản phẩm xài được 1 tuần thì hỏng! Gửi bảo hành cả tháng không liên hệ lại! Gọi tiki 3 lần thì không phản hồi mà cứ hứa liên tục! Chất lượng dịch vụ quá tệ! Mình mua hàng tiki hơn 5 năm rồi mà có đơn hàng nhỏ xíu này mà cùng không được chăm sóc tốt!
width: 40%;,"Hàng mua về 02 cái, cắm vào camera từ 12h00 đến 15h00 hư 1 cái; cái còn lại đang sử dụng; chất lượng không được tốt."
width: 20%;,ko đúng mô tả đặt nguồn 12v móc treo lại giao cho nguồn này
width: 20%;,"sản phẩm bị lỗi, ko kết nối được vào ứng dụng kbone. Đang chờ tiki đổi trả."
width: 40%;,hình ảnh bị ngược so với bên ngoài thiết bị. chứng tỏ hàng gắn thủ công. ko qua kiểm tra trước khi bán
width: 20%;,"Hàng Ghi đóng gói kĩ, sản phãm56"
width: 20%;,
width: 40%;,Sản phẩm bị lỗi bỏ pin vô mà đèn ko sáng. Liên hệ tiki đổi nhưng ko dc trong khi đang cần gấp phải ship tiki now
width: 40%;,"Pin lắp vào máy không sáng đèn. do đó, mình không thể sử dụng. mình muốn đổi lại sản phẩm khác."
width: 40%;,"Giá trị món hàng không cao nhưng không hài lòng. Giá cao hàng xấu, không như quảng cáo."
width: 20%;,"Mình chọn màu đen, lại giao mình màu xanh. Thật thất vọng"
width: 20%;,"Pin bỏ vào xài không được, thua đồ chơi con nít"
width: 20%;,"Sản phấm khong ổn đinh ,dùng kém"
width: 20%;,dung lượng pin ảo. Chụp vài chụp tấm đã hết pin. Thất vọng về khâu phân phối của Tiki.
width: 20%;,"Dùng rất kém, nhanh hết pin, chắc tiền nào của đó..."
width: 20%;,"Hàng mình nhận bị lỗi (không lên đèn mặc dù có tiếng phát ra và Cam ấm ấm). Có dấu hiệu là hàng bị trả lại bởi 1 người mua khác do bị lỗi và nhà bán hàng giao nó cho mình (xem hình)
Nhà cung cấp là ""Thế giới tin học""
Thực ra mình tin tưởng nhà bán hàng này bên Laz nhưng chẳng hiểu sao nữa."
width: 40%;,"mình vừa mua 1 cái, lúc mới nhận hàng test thì ok, khi gắn lên xong thì dò hoài không nhận được thiết bị, làm đủ kiểu vẫn không được, reset, đổi wifi, cắm dây lan vào luôn vẫn không tìm thấy thiết bị, cứ dò 180' hoài, bó tay
cho hỏi sp này có đổi được không vậy, hàng mình nhận không có tem bảo hành"
width: 20%;,"Hàng dỏm kém chất lượng sài vừa đúng 29 ngày thì tạch. Ghi đổi trả trong vòng 30 lúc đổi trả thì bảo chỉ 7 ngày. Giờ bảo hành hơn 14 ngày chưa hồi âm gọi tiki thì ú a ú â, giao nhanh trong 2h thu tiền thì lẹ lắm"
width: 20%;,Đặt hàng giao rất nhanh nhưng khi đóng gói thiếu 2 anten phía sau. Đã tiến hành trả hàng ngay sau khi vừa nhận hàng xong
width: 20%;,quan cao nao la fullhd nao la 2.0 no toi thui den nhu mut uy tin danh du co nhieu do sao sop
width: 40%;,"Hình ảnh rất mờ dù mở đèn sáng như g cứ có cảm giác mờ mờ k rõ nét , mình cũng có mua qua loại này nhưng của người bán khác rất rõ dù ban đêm còn là không mở đèn nhưng vẫn rõ hơn con này , do tham rẻ ."
width: 20%;,"đăng ký cho 2 máy dùng de xem camera (vợ, chồng)k được, báo sai mat khẩu là sao ta, đang xem bình thường báo bị chặn quyền là sao ạ"
width: 40%;,Mình kết nối với điện thoại tải 90% là nó ngưng Ko Sài được.
width: 20%;,"máy mua về kết nối điện thoại ko có wi-fi, hơi buồn, đề nghị shop đổi lại máy khác"
width: 20%;,"Thời gian nhận hàng quá lâu, hẹn nhiều lần nhưng vẫn ko giao được, tuy nhiên về phía dịch vụ của bên tổng đài thì rất ok"
width: 20%;,"Ọp ẹp, đèn led ánh sáng xấu, tối"
width: 20%;,"Không thấy shop up firmware tiếng anh.
Khởi động lúc nào cũng có tiếng trung, và tiếng này ko tắt được nữa, nghe nhức đầu."
width: 40%;,hàng giao thiếu đội đầu thiều đúng cái cần vại thật
width: 40%;,Giao hàng thiếu đầu khoá của gậy tự sướng không dùng được
width: 20%;,"Mới dùng sản phẩm được 2 tuần mà đã hỏng, chất lượng kém. Không thấy có chế độ bảo hành"
width: 20%;,
width: 20%;,"Sản phẩm không thể dùng được. cắm sạc thì chạy, rút ra không chạy.
Hoàn trả tiki thì gởi mail không phản hồi, gọi điện lên tổng đài báo bận. Đến khi trả hàng được rồi thì 7 ngày không thấy thông báo từ tiki. Gọi tổng đài thì báo hàng ở kho chưa nhận lại để xử lý.
Tôi đặt mua nhiều từ tiki mà lần này quá thất vọng."
width: 20%;,
width: 40%;,hàng bay ok. nhưng pin k tốt. phải mua pin tốt thời gian bay lâu ở đâu.
width: 20%;,"bên ngoài hộp ghi là lp-e6 mà khi mình mở hộp lại là lp-e8, shop coi lại giúp để mình đổi trả ạ
cuối tuần cần để chụp dịch vụ mà giờ vầy thật sự mất thời gian"
width: 20%;,Chân yếu lắm
width: 20%;,"méo mó, mép dán ko đều, thậm chí còn có chỗ ko dán do cắt hụt, dây chun ko dùng đc, chót mua đành chịu thôi"
width: 20%;,"Ko cần thiết lắm cho việc chụp anh,khó kiểm xoát thiết bị."
width: 20%;,
width: 20%;,"Bạn đã gửi lại cho tôi là bạn làm việc rất tốt, nhưng tôi lại nhận tiếp những miếng keo dán chứ không phải miếng cường lực"
width: 20%;,Hàng dỏm
width: 40%;,Kẹp khá chắc chắn tuy nhiên giới thiệu không đúng với kích thước thật. Theo giới thiệu có thể dùng cho máy tính bảng kích thước đến 185mm. Tuy nhiên kích thước đầu kẹp kéo dài nhất chỉ đến 160mm
width: 20%;,Trên hình ốc bằng sắt. Ngoài ốc bằng nhựa tháo bọc ni lon ra ốc bễ bung lò xo. Kết quả là k dùng được. Tệ!
width: 20%;,Chất lượng  kém. Rất rễ gẫy. Không nên mua nhé mọi người.
width: 20%;,"Shop giao sản phẩm không đúng hình ảnh đăng tải, mua hàng trên sàn thương mại điện tử là dùng uy tín để kinh doanh và khách hàng đặt lòng tin vào sản phẩm của shop để chọn mua. Vì mua trên đây không thể trực diện vào sản phẩm được, làm thế này..... khó nói quá."
width: 20%;,"Giao sai hàng phải trả lại, khá phiền. Hết hàng nên không đổi được. Tiki giải quyết ok, NCC ko ổn."
width: 20%;,"shop giao hàng không như hình quảng cáo, thất vọng"
width: 40%;,"Nhận hàng vội không kiểm tra kỹ. Một bên ống nhòm bị vặn lệch zen, hỏng zen , chất lượng kém"
width: 20%;,giao hàng khác sp gioi thiệu
width: 40%;,sản phẩm k giống hình....
width: 40%;,
width: 40%;,Sản phẩm của shop chất lượng tốt.Nhưng thật sự thấy bực mình về cách thức giao nhận hàng trung gian và thời gian vận chuyển của  tiki.Sản phẩm của shop ở Hà Nội và nơi nhận ở Thái Nguyên mà cả tuần trời mới nhận được hàng.
width: 40%;,T hử to hơn .đẹp hơn 🥶🥶🥶🥶 bên ngoài bán có 50k .tiki bán giá cắt cổ quá
width: 20%;,ko nhìn được xuyên đêm như quảng cáo.
width: 20%;,"quá rởm, mua phí tiền."
width: 20%;,kg ok
width: 20%;,"mình dùng ít tầm 2 3 lần, sau đó sặc đầy nhưng k dùng được."
width: 20%;,"xài 2h hết pin , cảm giac bi lua....................."
width: 20%;,Cho Minh Huong Dan Su dung tren iPhone
width: 20%;,tệ
width: 40%;,"Mình thấy hình là 2 ngăn đựng 6 thẻ, nhưng giao lại là loại 1 ngăn 3 thẻ
Buồn thật vì là dùng mã khuyến mãi nên cũng k muốn đổi lại 
https://youtu.be/mtSFLjxCzl0"
width: 20%;,sao ko phải thương hiệu AB nhỉ shop?
width: 20%;,Không thể kết nối được. Đề nghị shop hỗ trợ
width: 40%;,Sản phẩm rất tệ. nó ko xứng đáng với giá hơn 300k của web đưa ra. Thật sự nó chỉ đúng với giá 50K. Đây là tình trạng bom giá rồi giảm giá đánh lừa người tiêu dùng
width: 40%;,"Hàng giao chậm
Bị móp
Không giống nhưng hình trưng bày.
Đề nghị hoàn trả lại..

???"
width: 20%;,mỏng manh quá không dùng được giống đồ chơi con nít
width: 20%;,"Mua về cài thử, nhưng đến bước này thì hiện thông báo như vậy. Mạng nhà mọi ng vẫn xài ok trên tất cả thiết bị. Vậy là làm sao nhỉ? Thông tin trên sản phẩm có nói là hỗ trợ mạng nào đâu? Giờ tôi phải làm sao đây?"
width: 20%;,
width: 40%;,"Lần này nhận hàng ở Q9 mình ko thấy nhân viên của Tiki trực tiếp giao hàng. Mà người giao hàng của mình bên giaohangnhanh.
Thực sự thái độ giao hàng của nhân viên rất tệ. Mình hẹn 4h15 - 4h30 thì 4h đã tới r gọi điện (lúc đó mình đang trên công ty về nhà và đã trả lời đúng 4h15 sẽ có mặt)
Lúc 4h10 mình về tới nhà thì thấy 2 cuộc gọi nhỡ lúc 4h05... mình có gọi lại thì nhân viên nói gọi k thấy nên đã về... năn nỉ mãi mới chịu quay lại.
Quay lại thì quăng cho mình thùng hàng r bảo mình ký gấp... lúc đó mới 4h15 (là đúng h hẹn)
Hàng thì hàng dễ vỡ nhưng nhân viên quăng quật rất thô bạo... hộp bên ngoài bị móp méo (cũng may bên trong thì ko sao... nhưng cảm giác cũng ko được an tâm khi sử dụng nữa)"
width: 40%;,"Thực sự quá thất vọng với cách đóng hộp của Tiki. hộp máy chỉ đc bọc 1 lớp nilon. không có 1 tí xốp nào!hộp ngoài thì to hơn hộp máy, chưa khui hộp đã thấy lộc xộc bên trong. may mà máy không sao. 
Nói thật sẽ ảnh hưởng tới quyết định mua đồ điện tử sau này của tôi tại Tiki!"
width: 40%;,"Đặt hàng ngày 20/3, giao máy ngày 25/3.
Quà tặng là thẻ nhớ đến 03/4 vẫn đang trong tình trạng ""On hold"", mình phải gọi lên tổng đài để hỏi, lúc đó mới bắt đầu tiếp nhận đơn hàng. Sau đó đơn hàng thẻ nhớ bị đổi sang đơn hàng mới dự kiến giao hàng 19/04, tới hôm nay 09/4 vẫn đang trong tình trạng đóng gói xong. Bao giờ mới có thẻ nhớ để dùng đây? Đóng gói tốt, chất lượng tốt nhưng xử lý đơn hàng và giao hàng quá là chậm!
BẠN NÀO MUA ĐỂ SỬ DỤNG THÌ CỨ ĐẶT TRƯỚC 1 THÁNG THÌ YÊN TÂM LÀ CÓ HÀNG NHÉ!"
width: 20%;,"không đẹp, nắp đậy pin bất tiện,khó loa pin và lấy pin ra, không có dây truyền ảnh vô máy vi tính"
width: 20%;,"Máy không kèm dây cáp kết nối để truyền dữ liệu qua máy tính,
Pin sạc rời khỏi máy gây bất tiện khi sử dụng
Sao chép, cắt, xóa nội dụng trong máy khó"
width: 20%;,"đã mua, nhận hàng trưa hôm nay 7/5/2020. sau khi thử thấy rất ok, thì 15p sau tự nhiên camera không nhận thẻ nhớ nữa, kiểm tra quay lên quay xuống thì thấy không lộ khe cắm thẻ nhớ ra, có phải thẻ nhớ đã tuột ra và mắc kẹt? cần hỗ trợ gấp!!"
width: 20%;,Shop giao hàng sai. Hàng nhận được không phải Camera
width: 20%;,"Mới được giao sáng nay. Về dùng iphone 7 và pocophone xài mi home quét mà đều không ra. Camera thì cứ chớp đèn cam báo voice "" wating connection"". Phải làm sao đây."
width: 20%;,"Camera bị treo, lỗi đèn vàng, k kết nối được vs mạng. Nhà mình cũng có 1c camera y hết thế này mà cũng đang dùng bth"
width: 20%;,"Hàng giả, không phải hàng chính hãng như quảng cáo"
width: 40%;,"Camera mua về không đọc được mã code của điện thoại, nhờ hỗ trợ giúp."
width: 40%;,"Camera không kết nối đc,ko có giọng nói,nghe dựt dựt,muốn đổi sp khác thì phải làm sao?"
width: 20%;,dùng  đưch ít ngày thì lỗi ko thể bật lên đc ( chỉ có đèn màu cam .
width: 20%;,"Ko ban phu kien sạc, rất do!"
width: 40%;,
width: 40%;,mới nhận hàng sáng nay mà cài mi home đến phần camera quét mã qr trên điện thoại mà quét hoài ko dc. liên hệ với tiki chưa dc trả lời. chán.
width: 20%;,"Mang tiếng hãng Benro mà chân máy ảnh quá tệ (cho dù với phân khúc thấp như thế này)
Rãnh xoáy ốc của quick place quá nông, đầu núm vặn khó. Vì vậy dùng tay thì vặn ốc không chặt, còn dùng tuốc nơ vit hoặc đồng xu để vặn thì sợ trờn rãnh. 
Ở trên có bạn bảo lắp máy vào chân không chặt là RẤT ĐÚNG.
TÔI MUỐN TRẢ HÀNG VÀ LẤY LẠI TIỀN"
width: 20%;,"Làm delay đơn hàng không gọi điện thoại xin lỗi, sản phẩm ghi hàng chính hãng nhưng không có tem bảo hành như các sản phẩm chân máy ảnh benro cũ tôi đã mua"
width: 40%;,"Lỗi kết nối wifi chập chờn , minh k muốn mua nua, nho tiki thu hồi"
width: 20%;,Mua nhưng lỗi sản phẩm nhờ tiki thu hòi
width: 20%;,
width: 20%;,"tôi trả hàng hoàn tiền từ 11/4 vì bị lỗi không thu âm được, điện thoại lên tổng đài thì nói là phản hồi qua mail, vào mail thì thấy toàn mail quảng cáo của tiki,điện thoại lại mấy lần, tổng đài viên nói có thông tin gì mới sẽ phản hồi lại cho chị, mà đợi vài ngày rồi mà không có thông tin gì về đơn hàng hoàn trả cả, giờ hướng dẫn cho mình cách xử lý nhanh đơn hàng của mình với."
width: 40%;,"Mọi thứ đều ok,chỉ kết nối wifi không đc,muốn liên hệ shop để đổi trả,không biết liên hê thé nào"
width: 20%;,bên anh mới nhận camera hành trình eken h9r phụ kiện sao thiếu cục pin shop phải coi lại như vậy là k đc rồi
width: 20%;,Đơn hàng #418202043 nhận hàng không đủ phụ kiện như mô tả.
width: 20%;,Sao mở nguồn ko lên vay sạc pin ko vô
width: 20%;,"Trước tiên là giao hàng thì thiếu kẹp của cam ( phụ kiện đó) 
Hai là cam chỉ có hai chế độ chụp và quay không giống mô tả. Vì mk nhấn nhứ hướng dẫn trên mạng thì đèn không giống chút nào cả. 
Ba là cũng không thể kết nối được với tivi . Cũng làm đúng hướng dẫn của sq11 trên youtube.
Kết luận là không hài lòng chút nào và cũng không nên mua"
width: 20%;,Quay ko ₫uoc bán chi đây shop ơi. Thật sự quá buồn mua 5 sản phẩm trên chợ mà 3 món ko sài ₫ược tiki tính sao ạ
width: 20%;,hàng không sử dụng được không quay được bán hàng kiểu gì vậy không nên mua
width: 20%;,Không thể sử dụng được tiki làm mình thất vọng quá
width: 20%;,"Chưa kết nối wifi đc
Hy vọng liên hệ đc với shop xin hổ trợ chứ đổi trả mất công"
width: 20%;,"Màn hình thiếu nhiều chức năng .
Cảnh báo làn. Tốc độ ko có như quãng cáo
Chống chói gì mà ngược sáng thấy mất hình luôn."
width: 20%;,"Sản phẩm quá tệ, lúc ghi lúc không, hình ảnh lóa mờ khi chạy buổi tối. Liên tục khở động lại...... Quá tệ."
width: 20%;,dùng đc mấy hôm thì cứ bị tự khởi động liên tục và giờ mất hình luôn
width: 40%;,"không quay cùng lúc cam trước và cam sau, chỉ được cam trước.day the không tự xóa."
width: 40%;,khi xem lại video bị giật . mờ không xem được
width: 40%;,"shop cho hỏi, camera tôi mua ko kèm thẻ nhớ hả? tôi ko thấy thẻ nhớ"
width: 20%;,"pin bị chai phải cắm dây nguồn luôn, chất lượng quá kém"
width: 20%;,cam sau lắp vào một buổi là
width: 40%;,"Sản phẩm là hàng tồn kho từ 2017(năm ra mắt). Nguyên đai nguyên kiện. Sản phẩm ghi tem bảo hành 12 tháng, mà cách đây 5 tháng, nên chỉ còn bảo hành có7 tháng thôi. Khi mở ra hết sạch pin, không trách được để tới tận 3 năm cơ mà. Điều đáng trách là sản phẩm sử dụng cực kì nóng. Đặc biệt là phần mềm khi ghép ảnh của 2 camera cực kì tệ, nhìn rõ đường phân tách giữa 2 camera chứ không liền mạch. Cái này về phần mềm, nên không biết có cách nào fix hay có update phần mềm được không nên tạm cho 2*."
width: 20%;,"Sản phẩm của DGW nhưng là hàng tồn từ năm 2017, chứ k phải là hàng mới sản xuất. Mua tháng 25/8/2020 mà ghi bảo hành là tháng 3/2020 bớt đi 5 tháng. Mới sử dụng thì thấy pin nhanh hết kinh khủng. mới dùng 5 phút hế 25% pin  dùng 10 phút hết 50% pin,"
width: 40%;,Tem trện sản phẩm có vẽ bị tróc .  Mọi người mua cẩn thận ko thấy giấy bảo hành hay gì hết
width: 20%;,"Camera không lên nguồn-> không thể sử dụng được
Màn hình camera bị trầy xước trông giống hệt như là camera hàng cũ hay là hàng bị trả lại của người khác.
Tiki cho mình xin trả lại hàng."
width: 20%;,nói bằng chữ việt mà sao toàn chữ trung quốc và tiếng anh nên sử kg đc đề nghị cho đổi hàng
width: 20%;,Màn hình tối
width: 20%;,Sản phẩm k lên nguồn k dùng được
width: 20%;,Hàng cũ màn hình xước chất lượng hình ảnh mờ
width: 20%;,Sản phẩm bị lỗi màn hình
width: 40%;,
width: 20%;,Hiện đang rất bức xức về shop. Mình mua sản phẩm dùng vài hôm thì sản phẩm hư. Điện thoại cho tiki hỗ trợ bảo hành. Và hôm nay mình nhận lại sản phẩm bảo hành. Sản phẩm không sử dụng được. Kiểu làm ăn lừa đảo. Tốt nhất nên dẹp bán đi nha.
width: 40%;,"sp có khuyến mãi thẻ 32gb, nhưng khi gắng camera không nhận diện đươci thẻ nhớ. dùng thẻ đang sài cho điện thoại gắng vào thì tốt. Nói chung shop chuẩn bị hàng rất cẩn thận. Tuy nhiên, không hài lòng ở chổ: khi tôi liên yêu cầu hỗ trợ kỹ thuật về tiki cần kỹ thuận của nhà bán hàng việt trading nhưng không có bất cứ ai tư vấn hay liên hệ khách hàng mà chỉ có mail trả lời từ tiki lúc 18h30 ngày 20/11/2019 của chị Nguyễn Ngọc Huyền, nội dung là để kiểm tra đơn hàng rồi liên hệ lại) nhưng không thấy liên hệ. Nay xin đánh giá sp, tôi có ý: sp tốt theo giá tôi đã mua, tuy nhiên khâu sau bán hàng thì khó hài lòng"
width: 20%;,giao hàng  hậm hơn so với dự kiến  dự kiến giao hàng lf 4/1  hình ảnh thì đẹp nhưng mở loa lên thì nó kêu ko nghe thấy gì đến lúc ra ngoài xem 3g thì toàn lỗi
width: 20%;,"Minh cung mua camera tren Tiki ve minh cung thao tác giong chi dan van mai khong dc, khong bif sop giao hang co chat luong khong nua bun"
width: 20%;,Không cài đặt wifi được. Có tiếng kêu nhung hết thời gian vẫn không kết nối wifi được
width: 20%;,"Mua hoài ko bị lỗi gf cả,nhưng sau này mình có mua camera mà thiếu day sạc,điện lên nói khó nghe ,nản"
width: 20%;,"Quá tệ , không kết nối được , đặt hàng có thẻ nhớ mà không có khe gim thẻ là sao"
width: 40%;,"minh mua 1 cái, lỗi khi cài đặt vô điện thoại  thì k mở lên được. shop liên hệ lại mình"
width: 40%;,"Mình có mua 3 cái. Có một cái bị lỗi kết nỗi wifi, shop liên hệ đổi lại cho mình. Thank !"
width: 20%;,dùng được hai hôm giờ không xem được nữa
width: 40%;,
width: 20%;,
width: 20%;,"Mình mua vì quảng cáo quay đc 4k, chúng rung. Nhưng thực tế quay chất lượng chỉ 480p, rung lắc dử dội. Thấy ức chế ghê gớm"
width: 20%;,Sao mình sạc đầy pin mà quay chưa được 1 phút nó đã báo pin yếu rồi tự tắt máy?
width: 20%;,Nếu không gửi thẻ nhớ mai tôi gửi lại đơn
